0.779285076	0.29885331	-1
0.745321659	0.356672709	-1
0.609007774	0.507791271	-1
0.770706023	0.387347492	-1
0.32011323	0.765925986	-1
0.209177874	0.103322987	-1
0.064722932	0.812876145	-1
0.35373487	0.836798119	-1
0.980028487	0.261576329	-1
0.696909207	0.616779848	-1
0.38060129	0.537863221	-1
0.908415244	0.008482582	-1
0.683997434	0.57006625	-1
0.878813504	0.448218214	-1
0.07801311	0.341802774	-1
0.644410593	0.203027292	-1
0.069269064	0.642147726	-1
0.139786317	0.669913937	-1
0.584562564	0.715517474	-1
0.3313577	0.071865884	-1
0.629346268	0.779238155	-1
0.764499452	0.076113129	-1
0.252436438	0.615317359	-1
0.972826816	0.905064557	-1
0.05572229	0.998729826	-1
0.765510886	0.782758346	-1
0.100892651	0.553108026	-1
0.895369755	0.191819599	-1
0.886673671	0.438739273	-1
0.536137795	0.960576849	-1
0.920981756	0.88331021	-1
0.272906896	0.673169612	-1
0.036997391	0.700830471	-1
0.733232072	0.113706786	-1
0.60646068	0.567602842	-1
0.900395426	0.794700246	-1
0.310059785	0.123604534	-1
0.334952195	0.476281826	-1
0.524149739	0.045445335	-1
0.351948628	0.825048576	-1
0.207711792	0.477810155	-1
0.077542096	0.724826075	-1
0.227879476	0.618986784	-1
0.013126273	0.3387922	-1
0.845171921	0.189135212	-1
0.8032787	0.331521839	-1
0.956346364	0.132173306	-1
0.088487002	0.225954488	-1
0.352156911	0.864718308	-1
0.199808774	0.786128409	-1
1.720909436	1.805013591	1
1.523809672	1.405346647	1
1.994572689	1.350942591	1
1.111572488	1.30750522	1
1.750270275	1.6564234	1
1.535552365	1.673303659	1
1.295700884	1.969899845	1
1.739927543	1.730532349	1
1.429365137	1.041307091	1
1.404913932	1.875907191	1
1.350566525	1.849314659	1
1.224851082	1.984937929	1
1.558617453	1.586275046	1
1.66547442	1.216683836	1
1.951048982	1.713861622	1
1.66584735	1.33031752	1
1.180399433	1.04630882	1
1.613514331	1.110209239	1
1.011642811	1.622297246	1
1.031649398	1.588609518	1
1.830308566	1.824089014	1
1.790331051	1.537909087	1
1.616313061	1.675738351	1
1.630579338	1.017448461	1
1.418057279	1.584396504	1
1.714974378	1.12888835	1
1.726160474	1.525445429	1
1.653956694	1.681963274	1
1.45384703	1.228436951	1
1.00657479	1.567556415	1
1.499417757	1.057455933	1
1.034635812	1.765212674	1
1.46887962	1.859158949	1
1.853854964	1.225506287	1
1.922574554	1.148840641	1
1.70398412	1.155852485	1
1.698055272	1.948358108	1
1.308702614	1.765834281	1
1.940171917	1.068734305	1
1.319169214	1.803854698	1
1.972763286	1.048680764	1
1.966352687	1.280969125	1
1.012410617	1.169632449	1
1.540271619	1.556093599	1
1.998597995	1.32444606	1
1.84294498	1.513781371	1
1.385618752	1.927589147	1
1.988882537	1.225609478	1
1.943016427	1.336948268	1
1.794693816	1.213479846	1
