0.997445837	0.970448382	0.957624176	-1
0.371275589	0.626875291	0.764647332	-1
0.461867713	0.729802375	0.119922059	-1
0.884991659	0.854538822	0.162386562	-1
0.863997021	0.140579977	0.433420197	-1
0.091485804	0.904413763	0.003176834	-1
0.966103804	0.853396743	0.767720327	-1
0.778912193	0.949622512	0.344797507	-1
0.461010331	0.950574719	0.4984011	-1
0.812201902	0.820227902	0.763939809	-1
0.286618043	0.811086122	0.621080876	-1
0.564811948	0.575383893	0.117844963	-1
0.090584968	0.622378607	0.935937395	-1
0.955487765	0.531780269	0.858563682	-1
0.809254449	0.937007257	0.739420883	-1
0.753708364	0.990057203	0.080678714	-1
0.140737133	0.516246913	0.446468447	-1
0.97192278	0.802965769	0.24502762	-1
0.093101206	0.239571111	0.281597494	-1
0.418550047	0.453521312	0.100849342	-1
0.639587944	0.079866612	0.207722757	-1
0.490157634	0.991569392	0.580382797	-1
0.682630086	0.155251968	0.645136477	-1
0.554167134	0.491630617	0.100748643	-1
0.875969952	0.637715302	0.072721633	-1
0.806798618	0.047451641	0.5174396	-1
0.985717669	0.632686108	0.935153662	-1
0.177990828	0.760304937	0.950831407	-1
0.772570216	0.917129263	0.011218254	-1
0.780813341	0.92516173	0.024664956	-1
0.557011365	0.959798894	0.866135381	-1
0.955296623	0.878943514	0.344109068	-1
0.076680642	0.162791586	0.417014475	-1
0.926383415	0.57362399	0.691034374	-1
0.932861065	0.632929134	0.153998346	-1
0.467538355	0.339445776	0.033461534	-1
0.527433713	0.105697333	0.417106122	-1
0.346678772	0.478728899	0.753540076	-1
0.82794371	0.080198016	0.251977025	-1
0.638660064	0.51745156	0.784529801	-1
0.839846631	0.929551877	0.492491202	-1
0.39759789	0.737297175	0.067128174	-1
0.600653757	0.160327132	0.308409574	-1
0.960156716	0.836561564	0.426550158	-1
0.985256804	0.53585254	0.23182085	-1
0.856706358	0.389991961	0.960055384	-1
0.571749879	0.042209957	0.687336063	-1
0.522256458	0.920268948	0.130006119	-1
0.576610246	0.224690443	0.983239554	-1
0.472062247	0.976082755	0.609098256	-1
1.57032323	1.957369455	1.369629194	1
1.852710735	1.868186827	1.793910758	1
1.034178404	1.923454099	1.08485818	1
1.698839813	1.599002066	1.198629817	1
1.609719146	1.841288313	1.823837902	1
1.932053457	1.356950691	1.456740625	1
1.675576357	1.919256952	1.977421385	1
1.828058441	1.070266737	1.349302971	1
1.537626441	1.179414789	1.61023286	1
1.137374718	1.976078177	1.055100464	1
1.468194943	1.237746474	1.123245272	1
1.553326678	1.958323124	1.940041929	1
1.616631987	1.797004259	1.713751197	1
1.225741526	1.090531224	1.094167094	1
1.68200365	1.386358468	1.801915608	1
1.924480232	1.130292139	1.15651485	1
1.983650069	1.448875068	1.62092717	1
1.116889665	1.031172061	1.955866668	1
1.059926128	1.879719132	1.313467212	1
1.255379608	1.470420697	1.982601963	1
1.617631746	1.199492731	1.118166151	1
1.788616957	1.899735104	1.411572754	1
1.675940661	1.612541113	1.878413786	1
1.163926299	1.361942995	1.306135368	1
1.436076912	1.280536709	1.651848169	1
1.704615429	1.021104834	1.881183886	1
1.538599204	1.88420626	1.164293396	1
1.353063337	1.115773798	1.89316634	1
1.314528853	1.564731732	1.774276719	1
1.387529027	1.63769815	1.661608511	1
1.628359844	1.401230545	1.091417887	1
1.712115022	1.657797766	1.423598709	1
1.553457262	1.686268531	1.666080236	1
1.407886509	1.974262371	1.571073772	1
1.323018123	1.372333208	1.805263689	1
1.647151659	1.451595854	1.504188633	1
1.474528233	1.742663521	1.825779318	1
1.05589367	1.485587786	1.060499642	1
1.626801129	1.878807638	1.804081558	1
1.763355217	1.616314969	1.600462796	1
1.37436654	1.390910119	1.137920623	1
1.120358206	1.841645774	1.523144978	1
1.891031308	1.447222229	1.003466419	1
1.808872641	1.615397456	1.970497758	1
1.720926946	1.019218318	1.403053529	1
1.96096492	1.018058385	1.978927879	1
1.289637774	1.546927077	1.768012416	1
1.035675526	1.766270178	1.759646083	1
1.884589415	1.711879176	1.487616663	1
1.331198454	1.715759973	1.504298667	1
