0.6471265	0.124348037	1	0
0.166913784	0.924468539	1	0
0.639718752	0.759879119	1	0
0.784631864	0.647780487	1	0
0.183625538	0.417246216	1	0
0.441842341	0.054846402	1	0
0.409893837	0.015132791	1	0
0.065036479	0.93912789	1	0
0.004623965	0.193842015	1	0
0.651205632	0.699797171	1	0
0.538449631	0.958659922	1	0
0.008936483	0.676430884	1	0
0.587923248	0.278460311	1	0
0.740599546	0.367798628	1	0
0.155731877	0.516469416	1	0
0.138383192	0.17152793	1	0
0.568689069	0.126872919	1	0
0.001628686	0.661620894	1	0
0.884698194	0.347372262	1	0
0.310290247	0.727256936	1	0
0.249866639	0.774804415	1	0
0.046084942	0.908129161	1	0
0.073660346	0.58766845	1	0
0.831576823	0.223713146	1	0
0.157740592	0.058886538	1	0
0.711107283	0.042609164	1	0
0.954285575	0.141833056	1	0
0.103154987	0.079468453	1	0
0.912199586	0.24315568	1	0
0.130142612	0.192375334	1	0
0.834383304	0.070994136	1	0
0.12099275	0.734020805	1	0
0.799134919	0.221738459	1	0
0.948571226	0.876728837	1	0
0.068608121	0.501284538	1	0
0.530343309	0.096168527	1	0
0.992940493	0.433491581	1	0
0.416528692	0.136783386	1	0
0.918501355	0.290071982	1	0
0.299222361	0.430946003	1	0
0.661172852	0.338677361	1	0
0.153206384	0.294395613	1	0
0.390154368	0.605865377	1	0
0.037143913	0.676886693	1	0
0.013579253	0.48187389	1	0
0.733212278	0.228413739	1	0
0.401263582	0.30163192	1	0
0.900426666	0.124872697	1	0
0.681787743	0.903296398	1	0
0.492609603	0.390143597	1	0
1.153400257	1.398517477	0	1
1.83880274	1.541950308	0	1
1.544479956	1.501201616	0	1
1.269030549	1.767584627	0	1
1.036332262	1.152006422	0	1
1.403847077	1.479516087	0	1
1.149407584	1.100615847	0	1
1.045016684	1.036511818	0	1
1.738914587	1.87716658	0	1
1.859706716	1.677218886	0	1
1.15112089	1.039453231	0	1
1.198006344	1.051830583	0	1
1.963193003	1.117963984	0	1
1.675159119	1.25826815	0	1
1.164693243	1.478761129	0	1
1.184909137	1.209214135	0	1
1.84188924	1.700824816	0	1
1.24388535	1.447176499	0	1
1.248446733	1.425781224	0	1
1.603562317	1.957688485	0	1
1.258360032	1.823868705	0	1
1.576140785	1.205334626	0	1
1.896842511	1.748595023	0	1
1.107468373	1.839485893	0	1
1.478934295	1.889955496	0	1
1.911115804	1.468737112	0	1
1.777323069	1.066071668	0	1
1.562738498	1.490840461	0	1
1.484827044	1.245836172	0	1
1.665635775	1.025300585	0	1
1.377726553	1.959038392	0	1
1.959755074	1.8597604	0	1
1.45603569	1.907453289	0	1
1.596915018	1.469203875	0	1
1.884634797	1.382245459	0	1
1.936722722	1.474773673	0	1
1.366206404	1.027326635	0	1
1.323738622	1.069948912	0	1
1.316191578	1.782955767	0	1
1.343293475	1.691310838	0	1
1.884954059	1.627580606	0	1
1.06341679	1.284883775	0	1
1.271592565	1.971716047	0	1
1.808126691	1.73366235	0	1
1.20247401	1.737589945	0	1
1.521675605	1.846496461	0	1
1.539620912	1.223301158	0	1
1.974187944	1.657904838	0	1
1.686771233	1.568856301	0	1
1.741387756	1.488816016	0	1
